,Unnamed: 0,id,town,flat_type,storey_range,flat_model,lease_commence_date,resale_price,Tranc_Year,Tranc_Month,floor_area_sqft,hdb_age,commercial,market_hawker,total_dwelling_units,Latitude,Longitude,planning_area,Mall_Nearest_Distance,Mall_Within_500m,Mall_Within_1km,Mall_Within_2km,Hawker_Nearest_Distance,Hawker_Within_500m,Hawker_Within_1km,Hawker_Within_2km,hawker_market_stalls,mrt_nearest_distance,bus_interchange,mrt_interchange,mrt_latitude,mrt_longitude,bus_stop_nearest_distance,bus_stop_latitude,bus_stop_longitude,pri_sch_nearest_distance,pri_sch_name,pri_sch_affiliation,pri_sch_latitude,pri_sch_longitude,sec_sch_nearest_dist,sec_sch_name,cutoff_point,sec_sch_latitude,sec_sch_longitude,low_storey,high_storey,avg_storey,new_storey_range,region,region_CCR,region_East,region_North,region_RCR,region_West,flat_type_1 ROOM,flat_type_2 ROOM,flat_type_3 ROOM,flat_type_5 ROOM,flat_type_EXECUTIVE,flat_type_MULTI-GENERATION,planning_area_Ang Mo Kio,planning_area_Bedok,planning_area_Bishan,planning_area_Bukit Batok,planning_area_Bukit Merah,planning_area_Bukit Panjang,planning_area_Bukit Timah,planning_area_Changi,planning_area_Choa Chu Kang,planning_area_Clementi,planning_area_Downtown Core,planning_area_Geylang,planning_area_Hougang,planning_area_Jurong East,planning_area_Kallang,planning_area_Marine Parade,planning_area_Novena,planning_area_Outram,planning_area_Pasir Ris,planning_area_Punggol,planning_area_Queenstown,planning_area_Rochor,planning_area_Sembawang,planning_area_Sengkang,planning_area_Serangoon,planning_area_Tampines,planning_area_Tanglin,planning_area_Toa Payoh,planning_area_Western Water Catchment,planning_area_Woodlands,planning_area_Yishun,new_storey_range_High (13-18),new_storey_range_Mid (7-12),new_storey_range_Ultra High (31+),new_storey_range_Very High (19-30)
23,23,184364,HOUGANG,EXECUTIVE,01 TO 05,Maisonette,1992,605000,2012,3,1593.072,29,N,N,50,1.380494819,103.8897605,Hougang,249.5596438,1,2,8,975.9630879,0,1,1,0,476.2678559,1,0,1.382649723,103.8934632,75.03249068,1.380958026,103.8902513,405.6707007,Palm View Primary School,0,1.383840764,103.8912151,734.531275,Montfort Secondary School,204,1.373950678,103.8888598,1,5,3,Low (1-6),North-East,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
24,24,152994,GEYLANG,5 ROOM,07 TO 09,Improved,1997,648000,2019,4,1291.68,24,N,N,81,1.32319474,103.8873506,Geylang,764.5846813,0,4,6,209.4946604,3,4,12,92,472.5524694,0,1,1.325858517,103.8906628,64.21012477,1.323621667,103.8869617,652.2709,Saint Margaret's Primary School,1,1.324469751,103.8816233,818.0554391,Geylang Methodist School,224,1.317658971,103.8825037,7,9,8,Mid (7-12),RCR,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
25,25,147965,WOODLANDS,5 ROOM,13 TO 15,Premium Apartment,2004,472000,2016,5,1184.04,17,N,N,86,1.443584175,103.8084073,Woodlands,824.7551321,0,1,5,935.8423011,0,1,1,0,900.4065356,0,0,1.440343372,103.8009842,162.3953958,1.444306976,103.8071378,570.5792856,Greenwood Primary School,0,1.440110498,103.8046293,715.5143884,Admiralty Secondary School,197,1.445890689,103.8023982,13,15,14,High (13-18),North,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0
26,26,166009,JURONG WEST,5 ROOM,04 TO 06,Improved,2002,453000,2019,8,1194.804,19,N,N,152,1.336891377,103.6966388,Jurong West,521.3995399,0,1,3,2028.864896,0,0,0,94,75.2591914,0,0,1.337342939,103.6971431,57.02322913,1.336490625,103.6963187,339.5093354,Frontier Primary School,0,1.336643122,103.6996828,633.52896,Jurong West Secondary School,199,1.335256345,103.7020981,4,6,5,Low (1-6),West,0,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
27,27,69679,BUKIT BATOK,4 ROOM,01 TO 03,Model A,1997,360000,2020,6,1119.456,24,N,N,126,1.343667667,103.7560517,Bukit Batok,1063.974768,0,0,4,2044.044484,0,0,0,87,941.5485738,1,0,1.34956122,103.7499701,36.77833491,1.34399483,103.7561003,176.9853535,Keming Primary School,0,1.345245053,103.7562645,464.6741321,Yusof Ishak Secondary School,188,1.342333778,103.7600131,1,3,2,Low (1-6),West,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
28,28,35374,TOA PAYOH,3 ROOM,10 TO 12,Improved,1973,260000,2020,7,699.66,48,N,N,284,1.34227486,103.8480503,Toa Payoh,874.295559,0,1,4,446.325468,1,5,7,32,225.5332894,0,0,1.341078755,103.8464118,150.3675231,1.340949885,103.8477798,440.8637818,Guangyang Primary School,0,1.346042665,103.8492848,385.1640997,Guangyang Secondary School,188,1.344673253,103.8505502,10,12,11,Mid (7-12),RCR,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,0,0
29,29,72380,JURONG WEST,4 ROOM,04 TO 06,Model A,1996,358000,2017,9,1151.748,25,N,N,88,1.32789041,103.7217888,Jurong West,783.0373194,0,1,1,751.1105494,0,1,1,57,1801.492411,0,0,1.344075377,103.7210633,144.7488304,1.328572039,103.7228981,1237.758332,Lakeside Primary School,0,1.338375703,103.7180505,359.1300446,Jurong Secondary School,224,1.330147354,103.7240997,4,6,5,Low (1-6),West,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
30,30,116245,CHOA CHU KANG,4 ROOM,07 TO 09,Model A,1993,383000,2016,3,1130.22,28,N,N,90,1.382964984,103.7415781,Choa Chu Kang,469.2005778,1,3,7,3472.690804,0,0,0,45,422.3301526,1,1,1.385710805,103.744203,69.89719794,1.383533687,103.741846,581.4746741,Chua Chu Kang Primary School,0,1.377743283,103.7418605,393.7334303,Bukit Panjang Government High School,244,1.382136722,103.7381344,7,9,8,Mid (7-12),West,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
31,31,108393,SEMBAWANG,5 ROOM,10 TO 12,Improved,2001,503000,2012,11,1184.04,20,N,N,113,1.451731322,103.8234519,Sembawang,589.3432553,0,1,2,2278.36366,0,0,0,123,460.6307399,1,0,1.448927331,103.8204016,99.78340438,1.452058697,103.8242877,127.7553836,Wellington Primary School,0,1.451933871,103.8223206,1013.080578,Canberra Secondary School,188,1.453279711,103.8144707,10,12,11,Mid (7-12),North,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
32,32,141326,KALLANG/WHAMPOA,5 ROOM,07 TO 09,Model A,1984,708000,2012,12,1496.196,37,N,N,144,1.327346257,103.8527814,Novena,694.4203394,0,2,10,452.1786558,1,5,10,112,793.0646451,1,0,1.332376442,103.8477238,147.5889375,1.328033056,103.8539175,829.9452125,Hong Wen School,0,1.321689285,103.8576518,959.7815524,Bendemeer Secondary School,188,1.324611113,103.8609703,7,9,8,Mid (7-12),CCR,1,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
33,33,113435,SENGKANG,5 ROOM,13 TO 15,Premium Apartment,2001,496000,2012,7,1237.86,20,N,N,177,1.396828596,103.9011868,Sengkang,627.4877614,0,2,6,3159.026726,0,0,0,0,778.0784404,1,1,1.39243991,103.8957351,226.9774725,1.39490129,103.9018595,449.1154356,Compassvale Primary School,0,1.394529831,103.8978648,161.1556837,Compassvale Secondary School,210,1.396217575,103.8998722,13,15,14,High (13-18),North-East,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0
34,34,140756,TOA PAYOH,5 ROOM,10 TO 12,Improved,1997,820000,2019,4,1313.208,24,N,N,82,1.335765023,103.8468026,Toa Payoh,396.6996401,1,2,6,347.0179654,2,5,8,108,390.4609596,1,0,1.332376442,103.8477238,37.2370478,1.335473017,103.8466386,211.457549,Kheng Cheng School,0,1.337407636,103.8477611,583.8801721,CHIJ Secondary,243,1.33246213,103.8427194,10,12,11,Mid (7-12),RCR,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,0,0
35,35,56979,KALLANG/WHAMPOA,3 ROOM,01 TO 03,Improved,1974,260000,2018,11,699.66,47,N,N,284,1.320346637,103.8683475,Kallang,1211.93058,0,0,6,232.2257009,1,3,11,127,379.231503,0,0,1.321301102,103.8716226,170.2316913,1.319964738,103.8698304,392.1711545,Bendemeer Primary School,0,1.322208475,103.8653513,947.3119024,Bendemeer Secondary School,188,1.324611113,103.8609703,1,3,2,Low (1-6),RCR,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
36,36,123198,CHOA CHU KANG,5 ROOM,04 TO 06,Improved,2002,350000,2018,11,1184.04,19,N,N,99,1.404543658,103.7472827,Choa Chu Kang,718.6650765,0,2,3,4034.115238,0,0,0,45,779.4439764,0,0,1.397535018,103.7474051,122.4026605,1.403514518,103.7476735,193.9695423,Unity Primary School,0,1.40282339,103.7469934,562.3291862,Unity Secondary School,212,1.399642468,103.7460361,4,6,5,Low (1-6),West,0,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
37,37,30420,ANG MO KIO,3 ROOM,07 TO 09,New Generation,1977,385000,2013,4,721.188,44,N,N,143,1.36598198,103.840654,Ang Mo Kio,885.4441226,0,2,4,162.5514337,2,5,11,0,1102.409491,1,0,1.369464707,103.849939,121.2246569,1.364894705,103.8405742,389.5256253,Ang Mo Kio Primary School,0,1.369092065,103.8390414,265.0667118,Ang Mo Kio Secondary School,224,1.367359004,103.8426004,7,9,8,Mid (7-12),North-East,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
38,38,53346,TOA PAYOH,3 ROOM,07 TO 09,Improved,1970,350000,2020,12,775.008,51,Y,N,291,1.340472872,103.8461425,Toa Payoh,921.9799785,0,1,4,296.8836404,2,5,7,108,73.72290666,0,0,1.341078755,103.8464118,96.81577936,1.340938301,103.8454065,385.416874,Kheng Cheng School,0,1.337407636,103.8477611,674.4664871,Beatty Secondary School,211,1.341790511,103.8520649,7,9,8,Mid (7-12),RCR,0,0,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,0,0
39,39,153598,WOODLANDS,5 ROOM,07 TO 09,Improved,1985,340000,2019,3,1302.444,36,Y,N,86,1.438456147,103.7770813,Woodlands,621.9410887,0,1,3,612.2269119,0,2,2,112,721.3041397,0,0,1.43275723,103.7739817,37.79548759,1.438646523,103.7767996,585.3004091,Marsiling Primary School,0,1.434423117,103.7736977,234.1441828,Marsiling Secondary School,188,1.436644248,103.7760081,7,9,8,Mid (7-12),North,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0
40,40,9299,BUKIT BATOK,3 ROOM,04 TO 06,Model A,1983,268000,2019,8,785.772,38,N,N,119,1.345903105,103.7488118,Bukit Batok,474.5077039,1,1,5,1267.924791,0,0,2,87,426.657151,1,0,1.34956122,103.7499701,86.23882236,1.345274241,103.7483578,531.0522883,Bukit View Primary School,0,1.345945246,103.7535888,385.8145526,Bukit View Secondary School,205,1.345723151,103.7522778,4,6,5,Low (1-6),West,0,0,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
41,41,110920,BUKIT MERAH,5 ROOM,16 TO 18,Improved,2006,708000,2017,4,1237.86,15,N,N,89,1.281476362,103.8081481,Bukit Merah,727.8329244,0,3,4,611.8928355,0,4,12,48,1209.908066,0,0,1.270734786,103.8098846,113.1610153,1.281673073,103.8091468,596.9562082,Blangah Rise Primary School,0,1.276130304,103.8086392,736.5008985,Bukit Merah Secondary School,189,1.285751537,103.8132084,16,18,17,High (13-18),RCR,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0
42,42,113160,SEMBAWANG,5 ROOM,10 TO 12,Improved,1999,395000,2016,12,1291.68,22,N,N,98,1.444504744,103.818706,Sembawang,420.0509945,1,2,3,1761.865956,0,0,1,123,526.6521179,1,0,1.448927331,103.8204016,41.21319938,1.444285741,103.8190051,264.273315,Sembawang Primary School,0,1.445043645,103.8210215,225.8104229,Sembawang Secondary School,188,1.445315021,103.8168433,10,12,11,Mid (7-12),North,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
43,43,91417,WOODLANDS,5 ROOM,01 TO 03,Improved,1997,380000,2017,8,1313.208,24,N,N,91,1.443722771,103.7987713,Woodlands,223.3959732,1,3,5,454.4742877,1,1,1,0,449.1251425,0,0,1.440343372,103.8009842,60.9566057,1.443792373,103.7993152,189.0622325,Admiralty Primary School,0,1.442679617,103.8001144,469.7365054,Admiralty Secondary School,197,1.445890689,103.8023982,1,3,2,Low (1-6),North,0,0,1,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0
44,44,156308,TAMPINES,4 ROOM,10 TO 12,New Generation,1985,486500,2021,4,1065.636,36,N,N,110,1.354017993,103.952704,Tampines,842.3298819,0,2,7,1296.76313,0,0,2,99,327.5405345,0,0,1.355610256,103.9551829,36.81194341,1.3537,103.9527961,360.225287,Yumin Primary School,0,1.351459603,103.9507161,451.1654405,Ngee Ann Secondary School,237,1.354398239,103.9567447,10,12,11,Mid (7-12),East,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0
45,45,29324,TOA PAYOH,4 ROOM,01 TO 03,Simplified,1998,515000,2012,10,904.176,23,Y,N,46,1.33235436,103.8677743,Toa Payoh,120.9664173,1,1,1,1223.90114,0,0,9,127,142.1123472,0,0,1.332813366,103.8689674,62.22588982,1.332681667,103.8682283,313.0493143,Saint Andrew's Junior School,1,1.331389131,103.8651289,253.5936929,Saint Andrew's Secondary School,234,1.330990274,103.8659461,1,3,2,Low (1-6),RCR,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0
46,46,173202,CHOA CHU KANG,5 ROOM,04 TO 06,Improved,1993,510000,2014,7,1334.736,28,N,N,65,1.382808783,103.7447902,Choa Chu Kang,254.9630453,1,4,8,3116.873026,0,0,0,45,329.225895,1,1,1.385710805,103.744203,109.0131938,1.381842957,103.7449585,301.0539579,South View Primary School,0,1.381766725,103.7472898,743.6401592,Bukit Panjang Government High School,244,1.382136722,103.7381344,4,6,5,Low (1-6),West,0,0,0,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0
47,47,130612,YISHUN,4 ROOM,01 TO 03,Model A,1987,466000,2013,6,1119.456,34,N,N,24,1.41511033,103.8334154,Yishun,927.1459502,0,1,2,1683.497027,0,0,2,0,238.6044629,0,0,1.417130546,103.8326918,156.7277529,1.416254201,103.8325916,430.4130213,Peiying Primary School,0,1.417408192,103.8302995,529.987534,Naval Base Secondary School,195,1.419245293,103.8310441,1,3,2,Low (1-6),North,0,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0
48,48,27619,JURONG WEST,4 ROOM,16 TO 18,Model A,2012,463000,2016,12,957.996,9,N,N,133,1.338139429,103.7219138,Jurong West,398.5167965,1,1,3,383.8196755,1,1,5,57,666.7842756,0,0,1.344075377,103.7210633,107.6735581,1.337751668,103.7210263,430.2650494,Lakeside Primary School,0,1.338375703,103.7180505,440.954971,Yuan Ching Secondary School,208,1.341891871,103.7206308,16,18,17,High (13-18),West,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0
